"cntrID","org_cntr_num","org_1s_sev","org_1s_sup_sev","sup_cntr_num","sup_cntr_avg_price","sup_cntr_avg_penalty","sup_no_pnl_share","sup_okpd_exp","sup_1s_sev","sup_1s_org_sev","sup_sim_price","price_higher_pmp","price_too_low","cntr_result"
1401939,26,0,0,1,60000,0,1,1,0,0,1,0,0,1
1401940,6408,0,0,204,122477,0,1,1,0,0,0.10294,0,0,1
1401942,770,0,0,1,608940,0,1,1,0,0,1,0,0,1
1401943,6408,0,0,110,467431,0,1,1,0,0,0.09091,0,0,1
1401945,6408,0,0,67,677679,0,1,1,0,0,0.01493,0,1,1
1401946,2643,0,0,209,317740,0,1,1,0,0,0.09091,0,0,1
1401948,6408,0,0,110,467431,0,1,1,0,0,0.1,0,0,1
1401951,55,0,0,69,1027251,0,1,1,0,0,0.14493,0,0,1
1401954,55,0,0,5,510089,0,1,1,0,0,0.6,0,0,1
1401957,55,0,0,69,1027251,0,1,1,0,0,0.17391,0,0,1
1401959,6408,0,0,110,467431,0,1,1,0,0,0.1,0,0,1
1401960,770,0,0,1,974503,0,1,1,0,0,1,0,0,1
1401963,2236,0,0,2,82449,0,1,1,0,0,1,0,0,1
1401968,363,0,0,468,167731,0,1,0.99786,0,0,0.07692,0,0,1
1401969,43,0,0,51,1010819,0,1,1,0,0,0.19608,0,0,1
1401971,2236,0,0,3,774936,0,1,1,0,0,0.66667,0,0,1
1401974,1,0,0,9,1071512,0,1,1,0,0,0.22222,0,0,1
1401977,4,0,0,9,1071512,0,1,1,0,0,0.11111,0,0,1
1401980,2256,0,0,21,216778,0,1,0.2381,0,0,0.14286,0,0,1
1401982,716,0.00279,0,6,1688436,0,1,1,0,0,0.16667,0,0,1
1401983,343,0,0,2,167932264,0,1,1,0,0,0.5,0,0,1
1401988,2643,0,0,3,172235,0,1,1,0,0,0.33333,0,0,1
1401989,343,0,0,8,43767769,0,1,1,0,0,0.375,0,1,1
1401991,2643,0,0,3,172235,0,1,1,0,0,0.33333,0,0,1
1402000,158,0,0,4,1059031,0,1,1,0,0,0.5,0,0,1
1402002,143,0,0,12,372123,0,1,1,0,0,0.25,0,0,1
1402003,203,0,0,28,133051,0,1,1,0,0,0.21429,0,0,1
1402006,106,0,0,3,1727919,0,1,1,0,0,0,0,0,1
1402011,343,0,0,0,,0,0,0,0,0,0,0,0,1
1402014,145,0,0,23,406121,0,1,1,0,0,0.13043,0,0,1
1402017,1677,0,0,20,232652,0,1,1,0,0,0.1,0,0,1
1402020,1101,0,0,65,1302042,0,1,1,0,0,0.03077,0,0,1
1402022,2643,0,0,77,399875,0,1,1,0,0,0.11688,0,0,1
1402023,1101,0,0,63,2862879,0,1,1,0,0,0.20635,0,0,1
1402028,83,0,0,65,1302042,0,1,1,0,0,0.23077,0,0,1
1402029,2398,0,0,16,137356,0,1,1,0,0,0.125,0,1,1
1402031,2398,0,0,97,110757,0,1,1,0,0,0.09278,0,0,1
1402034,2398,0,0,97,110757,0,1,1,0,0,0.10309,0,0,1
1402037,29,0,0,1,2826,0,1,1,0,0,1,0,0,1
1402040,1200,0,0,11,263379,0,1,1,0,0,0.18182,0,0,1
