,cntrID,org_cntr_num,org_1s_sev,org_1s_sup_sev,sup_cntr_num,sup_cntr_avg_price,sup_cntr_avg_penalty,sup_no_pnl_share,sup_okpd_exp,sup_1s_sev,sup_1s_org_sev,sup_sim_price,sup_type,sup_status,org_form,org_type,price_higher_pmp,price_too_low,price,pmp,okpd,type_prod,cntr_lvl,sign_date,exec_date,cntr_result
131,1598773,2236,0.0,0,7,245476.0,0,1.0,0.85714,0,0,0.14286,3,1,13,5,0,0,205133.34,205133.34,309220000,12,1,20170609,20171125,1
132,1599448,1017,0.0,0,6,136871.0,0,1.0,0.0,0,0,0.0,3,1,13,2,0,1,97748.12,170001.0,432110120,4,1,20170616,20171231,1
133,1599451,653,0.0,0,3,133866.0,0,1.0,0.33333,0,0,0.33333,3,-1,13,4,0,0,350000.0,350000.0,452011000,12,1,20170616,20171231,1
136,1599888,2236,0.0,0,9,179540.0,0,1.0,0.22221999999999997,0,0,0.0,3,-1,13,5,0,0,187390.14,220440.67,581411190,16,1,20170620,20171231,1
139,1600317,189,0.0,0,5,54712.0,0,1.0,0.2,0,0,0.0,0,-1,13,2,0,1,17855.44,31446.78,951110130,-1,1,20170622,20171130,1
140,1600321,360,0.00556,0,4,521126.0,0,1.0,0.0,0,0,0.5,3,-1,13,2,0,0,775180.0,775180.0,192021135,7,1,20170621,20171231,1
141,1600321,360,0.00556,0,4,521126.0,0,1.0,0.0,0,0,0.5,3,-1,13,2,0,0,775180.0,775180.0,192021300,7,1,20170621,20171231,1
142,1600321,360,0.00556,0,4,521126.0,0,1.0,0.5,0,0,0.5,3,-1,13,2,0,0,775180.0,775180.0,192021115,7,1,20170621,20171231,1
143,1600322,360,0.00556,0,9,179540.0,0,1.0,0.22221999999999997,0,0,0.33333,3,-1,13,2,0,0,53437.73,64238.49,581411190,16,1,20170622,20171231,1
144,1600636,2236,0.0,0,2,1133961.0,0,1.0,0.5,0,0,0.0,3,1,13,5,0,0,84472.03,84896.52,325013190,3,1,20170626,20171125,1
145,1600636,2236,0.0,0,2,1133961.0,0,1.0,1.0,0,0,0.0,3,1,13,5,0,0,84472.03,84896.52,325022128,20,1,20170626,20171125,1
146,1600636,2236,0.0,0,2,1133961.0,0,1.0,1.0,0,0,0.0,3,1,13,5,0,0,84472.03,84896.52,325022129,20,1,20170626,20171125,1
147,1600637,2236,0.0,0,19,380963.0,0,1.0,0.052629999999999996,0,0,0.15789,0,-1,13,5,0,0,501773.24,544351.0,192021135,7,1,20170626,20171231,1
148,1600637,2236,0.0,0,19,380963.0,0,1.0,0.21053000000000002,0,0,0.15789,0,-1,13,5,0,0,501773.24,544351.0,192021125,7,1,20170626,20171231,1
151,1600855,2236,0.0,0,1,14055124.0,0,1.0,1.0,0,0,0.0,3,1,82,5,0,0,18940241.64,18940241.64,172212130,19,1,20170627,20171125,1
