,cntrID,org_cntr_num,org_1s_sev,org_1s_sup_sev,sup_cntr_num,sup_cntr_avg_price,sup_cntr_avg_penalty,sup_no_pnl_share,sup_okpd_exp,sup_1s_sev,sup_1s_org_sev,sup_sim_price,supType,orgForm,price_higher_pmp,price_too_low,price,pmp,okpd,cntr_result
5790,1596055,182,0.0,0.0,4,128733.0,0.0,1.0,0.25,0,0.0,0.25,3,13,0,0,75476.75,124648.1,139214110,0
80,1421784,163,0.00613,0.0,8,536096.0,0.0,1.0,1.0,0,0.0,0.125,3,13,0,0,84504.81,99038.68,0,0
4462,1411105,57,0.0,0.0,6,106861.0,0.0,1.0,1.0,0,0.0,0.16667,1,0,0,0,29568.0,33852.6,0,1
2124,1396570,28,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.26666999999999996,1,0,0,0,227072.0,248076.16,0,1
2495,1425006,2236,0.0,0.0,7,305422.0,0.0,1.0,1.0,0,0.0,0.14286,3,13,0,0,1398448.71,1398448.71,0,1
204,1393672,2157,0.0,0.0,14,285805.0,0.0,1.0,1.0,0,0.0,0.07143,3,13,0,0,541568.0,700000.0,0,1
921,1469624,1101,0.0,0.0,14,617253.0,0.0,1.0,1.0,0,0.0,0.07143,3,13,0,0,84749.02,84749.02,0,0
335,1450414,49,0.0,0.0,61,72547.0,0.0,1.0,1.0,0,0.0,0.04918,3,13,0,0,13713.0,15834.0,0,0
2694,1398076,241,0.0,0.0,5,33411128.0,0.0,1.0,1.0,0,0.0,0.2,3,19,0,0,42000000.0,0.0,0,1
1395,1422746,195,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.10309000000000001,3,13,0,0,57988.0,85157.0,0,1
1570,1487426,27,0.0,0.0,162,220263.0,0.0,1.0,1.0,0,0.0,0.15432,3,0,0,0,481200.0,499824.4,0,0
2678,1516805,353,0.0,0.0,31,160219.0,0.0,1.0,1.0,0,0.0,0.19355,3,0,0,0,167020.7,167860.0,0,0
2020,1497663,39,0.0,0.0,1,438000.0,0.0,1.0,1.0,0,0.0,1.0,0,0,0,0,438000.5,589228.0,0,0
1572,1487444,1922,0.0,0.0,92,169200.0,0.0,1.0,0.6087,0,0.0,0.13043,3,0,0,0,168960.0,168960.0,0,0
2192,1430631,47,0.0,0.0,99,141240.0,0.0,1.0,1.0,0,0.0,0.33333,1,0,0,0,191611.0,308508.77,0,1
3325,1532382,27,0.0,0.0,27,374407.0,0.0,1.0,0.03704,0,0.0,0.07407000000000001,0,0,0,0,145190.0,145190.0,102023122,0
5130,1570089,44,0.0,0.0,1,391326.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,391326.3,565730.0,105152113,0
4524,1453393,47,0.0,0.0,18,461805.0,0.0,1.0,1.0,0,0.0,0.055560000000000005,3,16,0,0,1999515.0,1999515.0,0,1
4941,1432473,5428,0.0,0.0,111,118175.0,0.0,1.0,1.0,0,0.0,0.21622,3,7,0,0,60456.0,60944.0,0,1
4007,1545896,1970,0.0,0.0,126,172281.0,0.0,1.0,0.8254,0,0.0,0.11110999999999999,2,8,0,0,157549.0,161589.0,0,0
1509,1486553,2643,0.0,0.0,109,182226.0,0.0,0.9633,0.9633,0,0.0,0.01835,3,0,0,1,12577.28,38115.0,0,0
1896,1494726,572,0.0,0.0,6,232333.0,0.0,1.0,1.0,0,0.0,0.16667,3,0,0,0,149254.0,149254.0,0,0
3744,1459579,5428,0.0,0.0,30,961782.0,0.0,1.0,1.0,0,0.0,0.1,3,7,0,0,29931.44,29934.52,0,1
3669,1539254,5428,0.0,0.0,11,117384.0,0.0,1.0,1.0,0,0.0,0.09091,3,0,0,0,279610.65,0.0,0,0
2540,1514031,876,0.0,0.0,2,547259.0,0.0,1.0,1.0,0,0.0,0.5,0,0,0,0,273999.96,273999.96,0,0
4672,1562052,141,0.007090000000000001,0.0,46,125146.0,0.0,1.0,0.15217,0,0.0,0.15217,0,0,0,0,40228.68,40280.0,102025111,0
1407,1427930,544,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.027489999999999997,3,13,0,0,21242.0,34937.5,0,1
2927,1393127,1694,0.00118,0.0,60,89405.0,0.0,1.0,1.0,0,0.0,0.11667000000000001,3,13,0,0,40290.0,43500.0,0,1
29,1394774,91,0.0,0.0,61,410296.0,0.0,1.0,1.0,0,0.0,0.13115,1,0,0,1,57975.85,99160.0,0,1
1845,1493481,1200,0.0,0.0,118,37701.0,0.0,0.98305,0.9237299999999999,0,0.0,0.11864000000000001,3,0,0,0,11669.3,11669.3,0,0
2641,1413348,812,0.0,0.00246,8,26012468.0,0.0,1.0,1.0,0,0.0,0.125,3,33,0,0,64003158.09,64324782.0,0,1
1803,1444043,5428,0.0,0.0,6,725912.0,0.0,1.0,1.0,0,0.0,0.16667,3,13,0,0,60936.9,88158.93,0,1
111,1429136,2643,0.0,0.0,18,189945.0,0.0,0.94444,0.94444,0,0.0,0.27778,1,0,0,0,278462.5,284590.83,0,0
4506,1394880,225,0.0,0.0,3,255922.0,0.0,1.0,1.0,0,0.0,0.33333,3,8,0,0,145036.0,178558.0,0,1
1228,1392740,2643,0.0,0.0,209,317740.0,0.0,1.0,1.0,0,0.0,0.10525999999999999,3,13,0,0,314500.0,336260.0,0,1
472,1454811,682,0.0,0.0,60,174063.0,0.0,1.0,0.9333299999999999,0,0.03333,0.06667000000000001,3,8,0,0,27600.0,28180.0,0,0
5635,1591737,572,0.0,0.0,75,351430.0,0.0,1.0,0.013330000000000002,0,0.0,0.09333,3,13,0,0,952000.0,952000.0,101131110,0
819,1465987,1258,0.0,0.00079,5,231193.0,0.0,1.0,1.0,0,0.0,0.4,3,0,0,0,167226.06,167226.06,0,0
5349,1575605,27,0.0,0.0,1,89474.0,0.0,1.0,1.0,0,0.0,1.0,3,37,0,0,89474.0,93764.68,103921120,0
1795,1491883,1661,0.0,0.0,2,440783.0,0.0,1.0,1.0,0,0.0,0.5,3,0,0,0,393694.6,0.0,0,0
5810,1412026,1258,0.0,0.00079,90,132106.0,0.0,1.0,0.9888899999999999,0,0.0,0.15556,3,13,0,0,103005.0,123261.85,0,1
2380,1509642,581,0.0,0.0,5,314583.0,0.0,1.0,0.8,0,0.0,0.6,0,45,0,1,194329.27,377982.7,0,0
747,1395385,50,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.19965,3,7,0,0,232560.0,232560.0,0,1
5199,1570790,93,0.0,0.0,53,123848.0,0.0,1.0,0.037739999999999996,0,0.0,0.09434,3,13,0,0,390213.62,428806.34,108913112,0
5768,1594614,2,0.0,0.0,57,135849.0,0.0,1.0,0.01754,0,0.0,0.052629999999999996,3,13,0,0,510000.0,675782.74,107212120,0
5296,1409352,54,0.0,0.0,9,407104.0,0.0,1.0,1.0,0,0.0,0.44443999999999995,3,13,0,0,147100.0,183081.0,0,1
5178,1397950,630,0.00317,0.0,2,1178321.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,99364.32,121176.0,0,1
3147,1409993,90,0.0,0.0,5,268094.0,0.0,1.0,1.0,0,0.0,0.4,3,13,0,0,224770.0,249501.5,0,1
2616,1388860,95,0.0,0.0,3,482134.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,813404.29,0.0,0,1
3982,1393240,648,0.0,0.0,5,119795.0,0.0,1.0,1.0,0,0.0,0.2,3,19,0,1,55979.2,93455.2,0,1
1183,1479829,44,0.0,0.0,11,187440.0,0.0,1.0,1.0,0,0.0,0.27273000000000003,3,0,0,0,128090.0,150796.0,0,0
31,1405485,5428,0.0,0.0,42,162352.0,0.0,1.0,1.0,0,0.0,0.19047999999999998,3,13,0,0,219195.0,245235.0,0,0
3288,1531538,46,0.0,0.0,77,136523.0,0.0,1.0,0.09091,0,0.0,0.09091,0,0,0,0,397121.52,397121.52,106132114,0
1330,1440046,135,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.18899999999999997,3,13,0,0,142566.0,179333.0,0,1
532,1433231,34,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.13427999999999998,3,7,0,0,551845.0,551845.0,0,1
3349,1532543,27,0.0,0.0,8,142316.0,0.0,1.0,0.25,0,0.0,0.25,2,8,0,0,65882.0,65882.0,106132111,0
1566,1487371,1200,0.0,0.0,118,37701.0,0.0,0.98305,0.9237299999999999,0,0.0,0.14407,3,0,0,0,14208.0,14208.0,0,0
3862,1392885,51,0.0,0.0,1,2770000.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,2770000.0,0.0,0,1
4619,1561185,1200,0.0,0.0,1,85000.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,85000.0,85000.0,861019000,0
73,1418721,225,0.0,0.0,94,535692.0,0.0,1.0,1.0,0,0.0,0.28723000000000004,3,13,1,0,312254.19,309554.46,0,0
4564,1433653,31,0.0,0.0,20,227252.0,0.0,1.0,1.0,0,0.0,0.2,3,31,0,0,424620.0,424620.0,0,1
4877,1565081,1677,0.0,0.0,5,290910.0,0.0,1.0,0.2,0,0.0,0.6,3,0,0,0,430000.0,430000.0,862211000,0
5749,1594614,2,0.0,0.0,57,135849.0,0.0,1.0,0.01754,0,0.0,0.052629999999999996,3,13,0,0,510000.0,675782.74,105151113,0
3193,1437421,2236,0.0,0.0,9,865495.0,0.0,1.0,1.0,0,0.0,0.11110999999999999,3,13,0,0,703290.97,714001.0,0,1
4466,1558261,124,0.0,0.0,104,193100.0,0.0,1.0,0.13462000000000002,0,0.0,0.07692,0,0,0,0,298949.74,300452.0,101131110,0
3014,1524681,1677,0.0,0.0,6,543926.0,0.0,1.0,0.66667,0,0.0,0.66667,0,0,0,0,425000.0,500000.0,0,0
265,1395632,90,0.0,0.0,43,200380.0,0.0,1.0,1.0,0,0.0,0.09302,3,7,0,0,40800.0,40800.0,0,1
4136,1400329,357,0.0028,0.0,26,3116847.0,0.0,1.0,1.0,0,0.0,0.11538,3,13,0,0,190000.0,199949.0,0,1
5149,1570514,306,0.0,0.0,17,120036.0,0.0,1.0,0.058820000000000004,0,0.0,0.17647000000000002,3,8,0,1,4885.24,8196.59,201343191,0
4667,1439971,744,0.0,0.0,3,291768.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,301001.4,499591.26,0,1
2818,1457535,2697,0.0,0.0,34,479801.0,0.0,1.0,1.0,0,0.0,0.17647000000000002,3,13,0,0,72000.0,72400.02,0,1
4924,1565839,1168,0.0,0.0,116,102094.0,0.0,1.0,0.017240000000000002,0,0.0,0.12930999999999998,3,0,0,0,78562.1,111362.0,212010111,0
2862,1389719,50,0.0,0.0,1,3488500.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,3488500.0,0.0,0,1
1111,1477581,1213,0.00082,0.0,154,147749.0,0.0,0.97403,0.97403,0,0.0,0.07143,3,0,0,0,20632.0,28037.18,0,0
5111,1434166,1677,0.0,0.0,13,80181.0,0.0,1.0,1.0,0,0.0,0.23076999999999998,3,7,0,0,13356.2,19880.0,0,1
2412,1510249,1661,0.0,0.0,4,291953.0,0.0,1.0,1.0,0,0.0,0.25,0,45,0,0,262523.4,276623.1,0,0
1503,1431463,753,0.00133,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.19588,3,13,0,0,122630.0,200000.0,0,1
5297,1573948,509,0.0,0.0,2,24468750.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,41107500.0,41107500.0,681011000,0
3031,1524887,177,0.0,0.0,1,1976033.0,0.0,1.0,1.0,0,0.0,1.0,3,48,0,1,1976033.84,4062000.0,0,0
373,1451889,27,0.0,0.0,348,1237047.0,0.0,1.0,1.0,0,0.0,0.20115,3,19,0,0,254700.0,259200.0,0,0
3329,1432822,42,0.0,0.0,4,88436.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,1,67629.0,121683.16,0,1
5538,1437272,753,0.00133,0.0,23,194843.0,0.0,1.0,1.0,0,0.0,0.04348,3,7,0,0,332000.0,335000.0,0,1
4276,1426766,1211,0.0,0.0,35,84348.0,0.0,1.0,1.0,0,0.0,0.2,3,7,0,0,57168.21,64194.89,0,1
4411,1557068,124,0.0,0.0,104,193100.0,0.0,1.0,0.03846,0,0.0,0.14423,0,0,0,0,42984.0,43200.0,102013122,0
5821,1600987,876,0.0,0.0,19,101038.0,0.00349,0.94737,0.052629999999999996,0,0.0,0.26316,0,13,0,0,150000.0,207200.0,222929190,0
197,1388343,2157,0.0,0.0,14,285805.0,0.0,1.0,1.0,0,0.0,0.07143,3,13,0,0,24480.0,24600.0,0,1
3671,1400546,201,0.0,0.0,246,295662.0,0.0,1.0,1.0,0,0.0,0.08537,3,19,0,1,171100.0,388810.0,0,1
1193,1480019,61,0.0,0.0,52,212898.0,0.0,1.0,1.0,0,0.0,0.17307999999999998,3,0,0,0,204975.0,232770.0,0,0
45,1410526,21,0.0,0.0,12,1981357.0,0.0,1.0,1.0,0,0.0,0.16667,3,13,0,0,2700000.0,2700000.0,0,0
2520,1389164,2236,0.0,0.0,5,106344.0,0.0,1.0,1.0,0,0.0,0.4,3,13,0,0,70000.0,92250.0,0,1
3738,1586617,190,0.00526,0.0,41,264965.0,0.0204,0.9756100000000001,0.07317,0,0.0,0.14634,3,13,0,0,91860.0,108666.68,325050000,1
1578,1487499,987,0.0,0.0,47,563987.0,0.0,1.0,1.0,0,0.0,0.19149000000000002,3,0,0,0,247228.75,251000.09,0,0
2069,1499002,773,0.0,0.0,426,239628.0,0.0,0.9741799999999999,0.86385,0,0.0,0.07042000000000001,3,0,0,0,298600.0,300102.0,0,0
5639,1592345,43,0.0,0.0,41,129048.0,0.0,1.0,0.024390000000000002,0,0.0,0.19512000000000002,0,13,0,0,51759.9,52020.0,103219111,0
5053,1568407,85,0.0,0.0,19,143412.0,0.0,1.0,0.052629999999999996,0,0.0,0.31579,0,0,0,0,85255.46,115993.87,103925110,0
1584,1487532,90,0.0,0.0,32,1057710.0,0.0,1.0,1.0,0,0.0,0.78125,3,0,0,0,934808.0,934808.0,0,0
2444,1511400,306,0.0,0.0,3,85808.0,0.0,1.0,1.0,0,0.0,0.33333,3,66,0,0,50202.26,51494.82,0,0
5883,1603679,52,0.0,0.0,43,272642.0,0.0,1.0,0.11628,0,0.0,0.04651,3,13,0,0,933807.5,938500.0,105151113,0
4233,1400403,1168,0.0,0.0,1,451620.0,0.0,1.0,1.0,0,0.0,0.0,3,13,0,0,216580.3,216580.3,0,1
5739,1594614,2,0.0,0.0,57,135849.0,0.0,1.0,0.01754,0,0.0,0.052629999999999996,3,13,0,0,510000.0,675782.74,103916000,0
735,1432024,66,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.17845,3,7,0,0,263550.0,263550.0,0,1
4376,1394251,6408,0.0,0.0,2,385742.0,0.0,1.0,1.0,0,0.0,0.5,3,0,0,0,458640.0,0.0,0,1
3219,1530297,741,0.0,0.0,104,193100.0,0.0,1.0,0.02885,0,0.0,0.08653999999999999,0,0,0,0,202674.0,203692.47,108213000,0
315,1449005,561,0.0,0.0,348,1237047.0,0.0,1.0,1.0,0,0.0,0.10057,3,19,0,0,142561.8,142565.25,0,0
4285,1431089,1211,0.0,0.0,3,570884.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,864519.15,1035370.5,0,1
508,1424028,27,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.05124,3,7,0,0,1977885.0,1977885.0,0,1
3380,1446176,71,0.0,0.0,38,418749.0,0.0,1.0,1.0,0,0.0,0.18420999999999998,3,7,0,0,249205.0,252180.3,0,1
801,1425644,13,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.15724000000000002,3,7,0,0,129600.0,129600.0,0,1
3842,1542126,93,0.0,0.0,125,572028.0,0.0,1.0,1.0,0,0.0,0.11199999999999999,3,0,0,0,24875.0,0.0,0,0
457,1431862,28,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.045939999999999995,3,7,0,0,80115.0,80115.0,0,1
5480,1403224,60,0.0,0.0,6,209254.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,78000.0,80212.0,0,1
3290,1488116,51,0.0,0.0,21,686908.0,0.0,1.0,1.0,0,0.0,0.28570999999999996,1,0,0,0,820425.0,820425.0,0,1
4649,1561896,88,0.0,0.0,39,164107.0,0.0,1.0,0.48718,0,0.0,0.17949,0,0,0,0,186029.03,218857.73,105111110,0
2339,1461446,324,0.0,0.0,63,378841.0,0.0,1.0,1.0,0,0.0,0.07937000000000001,1,0,0,0,30240.0,48600.0,0,1
1071,1475998,1677,0.0,0.0,33,108149.0,0.0,1.0,1.0,0,0.0,0.0303,3,0,0,0,311886.0,436499.2,0,0
2678,1388984,201,0.0,0.0,1,119910.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,119910.0,141000.0,0,1
4526,1558830,89,0.0,0.0,40,849509.0,0.0,1.0,0.0,0,0.0,0.05,3,0,0,0,138358.0,154242.0,192021100,0
5519,1587495,2256,0.0,0.0,1,26039.0,0.0,1.0,1.0,0,0.0,1.0,0,13,0,0,26039.15,26170.0,325021111,0
3964,1476715,598,0.0,0.0,7,42410.0,0.0,1.0,1.0,0,0.0,0.71429,1,0,0,0,50400.0,50400.0,0,1
5512,1438384,20,0.0,0.0,12,98235.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,52440.0,58390.1,0,1
409,1453206,1101,0.0,0.0,165,1657486.0,0.0,1.0,1.0,0,0.0,0.09697,3,31,0,0,499611.07,499611.07,0,0
2066,1406980,51,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.09412000000000001,1,0,0,0,79350.0,90950.5,0,1
3353,1532543,27,0.0,0.0,8,142316.0,0.0,1.0,0.25,0,0.0,0.25,2,8,0,0,65882.0,65882.0,106132119,0
576,1458242,1101,0.0,0.0,165,1657486.0,0.0,1.0,1.0,0,0.0,0.10909,3,31,0,0,232087.12,232087.12,0,0
4482,1396315,219,0.0,0.0,2,239720.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,263500.0,270000.0,0,1
1160,1397459,333,0.0,0.0,209,317740.0,0.0,1.0,1.0,0,0.0,0.13876,3,13,0,0,95570.0,95867.0,0,1
713,1463023,3,0.0,0.0,1,296000.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,296000.0,296281.0,0,0
5128,1570089,44,0.0,0.0,1,391326.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,391326.3,565730.0,105151113,0
1991,1434891,23,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.24314000000000002,1,0,0,0,140178.0,169378.7,0,1
1087,1476896,1213,0.00082,0.0,8,230854.0,0.0,1.0,1.0,0,0.0,0.125,3,0,0,0,126000.0,177316.5,0,0
5464,1582859,27,0.0,0.0,18,277622.0,0.0,1.0,0.11110999999999999,0,0.0,0.11110999999999999,3,13,0,0,939127.55,953429.0,105111121,0
2113,1416243,37,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.21961,1,0,0,0,281850.0,293435.2,0,1
2142,1501020,581,0.0,0.0,6,287065.0,0.0,1.0,1.0,0,0.0,0.33333,3,0,0,0,436979.0,604128.0,0,0
5171,1570785,93,0.0,0.0,113,208164.0,0.0,0.99115,0.00885,0,0.0,0.13274,3,13,0,0,222152.7,223269.05,12590110,0
1454,1485751,77,0.0,0.0,162,220263.0,0.0,1.0,1.0,0,0.0,0.19752999999999998,3,0,0,0,308228.0,308884.0,0,0
4519,1558673,1200,0.0,0.0,41,253658.0,0.0,1.0,0.4878,0,0.0,0.12195,0,0,0,1,32382.0,73500.0,11312120,0
3077,1405110,66,0.0,0.0,44,217089.0,0.0,1.0,1.0,0,0.0,0.22726999999999997,3,8,0,0,130310.0,138283.0,0,1
4463,1558259,124,0.0,0.0,104,193100.0,0.0,1.0,0.00962,0,0.0,0.08653999999999999,0,0,0,0,239243.77,240446.0,105152123,0
881,1468373,1677,0.0,0.0,44,283375.0,0.0,1.0,1.0,0,0.0,0.31818,3,0,0,0,487805.0,498085.0,0,0
1710,1490190,744,0.0,0.0,2,195685.0,0.0,1.0,1.0,0,0.0,0.5,3,0,0,0,352370.91,499816.63,0,0
1775,1387610,6408,0.0,0.0,3,1611157.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,2633175.0,2633180.0,0,1
3038,1525059,71,0.0,0.0,198,226410.0,0.0,1.0,0.00505,0,0.0,0.18182,3,0,0,0,258232.25,353550.0,101210110,0
4143,1409484,642,0.0,0.0,26,3116847.0,0.0,1.0,1.0,0,0.0,0.07692,3,13,0,0,349654.97,349654.97,0,1
4152,1419804,642,0.0,0.0,26,3116847.0,0.0,1.0,1.0,0,0.0,0.15385,3,13,0,0,2105201.1,2115780.0,0,1
2309,1419137,203,0.0,0.0,13,1649651.0,0.0,1.0,1.0,0,0.0,0.23076999999999998,3,13,0,1,1571320.0,3736021.51,0,1
2351,1508417,108,0.0,0.0,31,340892.0,0.0,1.0,1.0,0,0.0,0.29031999999999997,0,45,0,0,118776.13,119373.0,0,0
1696,1432069,303,0.0,0.0,26,122606.0,0.0,1.0,1.0,0,0.0,0.19230999999999998,3,31,0,0,39914.0,39914.0,0,1
1533,1437268,34,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.09622,3,13,0,0,60075.0,72630.0,0,1
5044,1568407,85,0.0,0.0,19,143412.0,0.0,1.0,0.052629999999999996,0,0.0,0.31579,0,0,0,0,85255.46,115993.87,11344000,0
600,1414966,41,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.14841,3,7,0,0,499660.0,499660.0,0,1
4777,1426666,536,0.0,0.0,56,190085.0,0.0,1.0,1.0,0,0.0,0.08929,3,13,0,0,40800.0,52100.0,0,1
241,1445703,630,0.00317,0.0,6,336166.0,0.0,1.0,1.0,0,0.0,0.66667,3,13,0,0,330000.0,340000.0,0,1
1094,1397853,333,0.0,0.0,209,317740.0,0.0,1.0,1.0,0,0.0,0.16746,3,13,0,0,107495.0,109914.0,0,1
1597,1487683,1922,0.0,0.0,1,600075.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,600075.0,635000.0,0,0
624,1428597,31,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.18905,3,7,1,0,247410.5,239308.0,0,1
5663,1399020,27,0.0,0.0,4,260445.0,0.0,1.0,1.0,0,0.0,0.25,3,13,0,0,368470.0,368479.81,0,1
1300,1452168,940,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.16151,3,13,0,0,179000.0,214260.0,0,1
4139,1423927,642,0.0,0.0,26,3116847.0,0.0,1.0,1.0,0,0.0,0.26923,3,13,0,0,3129499.0,3129499.0,0,1
298,1386688,2697,0.0,0.0,35,583907.0,0.0,1.0,1.0,0,0.0,0.11429,3,7,0,0,75170.55,89620.65,0,1
4818,1396318,25,0.0,0.0,1,191000.0,0.0,1.0,1.0,0,0.0,1.0,3,5,0,0,191000.0,194000.0,0,1
1180,1479745,135,0.0,0.0,14,85567.0,0.0,1.0,1.0,0,0.0,0.5,3,0,0,1,100320.0,186397.0,0,0
413,1402997,23,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.14841,3,7,0,0,122900.0,122900.0,0,1
2115,1422744,26,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.19216,1,0,0,0,276589.0,321424.3,0,1
2655,1516379,21,0.0,0.0,2,59711.0,0.0,1.0,1.0,0,0.0,0.5,3,0,0,0,88403.58,88403.58,0,0
5397,1409722,6408,0.0,0.0,62,596030.0,0.0,1.0,1.0,0,0.0,0.22580999999999998,3,7,0,0,224449.5,224449.5,0,1
948,1398551,50,0.0,0.0,116,83683.0,0.0,1.0,1.0,0,0.0,0.25,3,13,0,0,62930.0,63000.0,0,1
2851,1411994,613,0.0,0.0,3,311531.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,390888.0,468480.0,0,1
1113,1397988,2643,0.0,0.0,209,317740.0,0.0,1.0,1.0,0,0.0,0.16746,3,13,0,0,119086.5,120900.0,0,1
5778,1408718,5428,0.0,0.0,90,132106.0,0.0,1.0,0.9888899999999999,0,0.0,0.07778,3,13,0,0,11895.0,12084.7,0,1
1491,1443548,591,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.19244,3,13,0,0,151790.0,172062.0,0,1
1095,1392317,1732,0.0,0.0,209,317740.0,0.0,1.0,1.0,0,0.0,0.10525999999999999,3,13,0,0,429300.0,0.0,0,1
4301,1556222,39,0.0,0.0,10,1271047.0,0.0,1.0,0.1,0,0.0,0.2,0,0,0,0,1290065.24,1316194.42,433329110,0
1842,1430036,36,0.0,0.0,32,1108463.0,0.0,1.0,1.0,0,0.0,0.28125,3,31,0,0,498960.0,498960.0,0,1
1309,1387534,131,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.15464,3,13,0,0,191300.0,198800.0,0,1
4585,1455079,277,0.0,0.0,11,129832.0,0.0,1.0,1.0,0,0.0,0.09091,3,2,0,0,276500.0,276500.0,0,1
3870,1542655,85,0.0,0.0,253,186068.0,0.0,1.0,1.0,0,0.0,0.03953,3,0,0,0,696680.35,0.0,0,0
5674,1593038,43,0.0,0.0,41,129048.0,0.0,1.0,0.12195,0,0.0,0.024390000000000002,0,13,0,0,1141816.51,1148708.76,104154000,0
1691,1489640,5428,0.0,0.0,19,617260.0,0.0,1.0,1.0,0,0.0,0.21053000000000002,3,66,0,0,335330.0,366490.0,0,0
4129,1550112,1661,0.0,0.0,625,259955.0,0.0,0.9648,0.8384,0,0.0,0.064,3,0,0,0,117705.6,133329.6,0,0
123,1430777,1200,0.0,0.0,6,136680.0,0.0,1.0,1.0,0,0.0,0.33333,3,7,0,0,250000.0,397104.0,0,0
849,1386762,2110,0.0,0.0,2,225108.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,86000.0,105000.0,0,1
1952,1496462,135,0.0,0.0,49,115251.0,0.0,1.0,1.0,0,0.0,0.061220000000000004,3,0,0,0,15116.59,20995.35,0,0
1581,1387200,752,0.0,0.0,26,90600.0,0.0,1.0,1.0,0,0.0,0.03846,3,13,0,0,135000.0,144000.0,0,1
3295,1531538,46,0.0,0.0,77,136523.0,0.0,1.0,0.06494,0,0.0,0.09091,0,0,0,0,397121.52,397121.52,108213000,0
1592,1391019,30,0.0,0.0,26,90600.0,0.0,1.0,1.0,0,0.0,0.34615,3,13,0,0,52110.0,52200.0,0,1
1653,1448114,43,0.0,0.0,13,300183.0,0.0,1.0,1.0,0,0.0,0.07692,3,31,0,0,95898.77,95898.77,0,1
3415,1393133,1694,0.00118,0.0,21,109690.0,0.0,1.0,1.0,0,0.0,0.14286,3,13,0,0,38404.5,40400.0,0,1
3969,1433585,69,0.0,0.0,11,310278.0,0.0,1.0,1.0,0,0.0,0.18182,3,13,0,0,170000.0,173678.0,0,1
2316,1506662,572,0.0,0.0,7,245599.0,0.0,1.0,1.0,0,0.0,0.14286,2,8,0,0,39200.0,48358.8,0,0
3312,1531896,135,0.0,0.0,39,164107.0,0.0,1.0,0.25640999999999997,0,0.0,0.20513,0,0,0,0,209116.4,255020.0,105152122,0
802,1425647,45,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.15724000000000002,3,7,0,0,129600.0,129600.0,0,1
1835,1459130,35,0.0,0.0,32,1108463.0,0.0,1.0,1.0,0,0.0,0.375,3,31,0,0,437332.5,437332.5,0,1
4010,1410213,41,0.0,0.0,4,398175.0,0.0,1.0,1.0,0,0.0,0.25,3,13,0,0,183500.0,200000.0,0,1
5556,1589936,7,0.0,0.0,3,2402738.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,4271645.12,5666991.0,429922110,0
