,cntrID,org_cntr_num,org_1s_sev,org_1s_sup_sev,sup_cntr_num,sup_cntr_avg_price,sup_cntr_avg_penalty,sup_no_pnl_share,sup_okpd_exp,sup_1s_sev,sup_1s_org_sev,sup_sim_price,supType,orgForm,price_higher_pmp,price_too_low,price,pmp,okpd,cntr_result
1701,1489889,2643,0.0,0.0,3,221400.0,0.0,1.0,1.0,0,0.0,0.66667,3,0,0,1,249600.0,484210.0,0,0
3446,1410055,64,0.0,0.0,8,269412.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,379600.0,500000.0,0,1
3388,1394632,37,0.0,0.0,6,611850.0,0.0,1.0,1.0,0,0.0,0.16667,3,13,0,0,280000.0,280000.0,0,1
673,1461932,2697,0.0,0.0,69,158718.0,0.0,1.0,1.0,0,0.0,0.08696,3,13,0,0,144561.1,199395.0,0,0
4047,1547772,33,0.0,0.0,28,137404.0,0.0,1.0,0.60714,0,0.0,0.07143,2,8,0,0,28000.0,39421.44,0,0
5638,1592197,34,0.0,0.0,4,631300.0,0.0,1.0,0.25,0,0.0,0.25,0,13,0,0,1711200.0,1711200.0,559019000,0
5916,1406316,75,0.0,0.0,4,271237.0,0.0,1.0,1.0,0,0.0,0.25,3,13,0,0,300000.0,319282.0,0,1
486,1402611,49,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.15018,3,7,0,0,361875.0,361875.0,0,1
5517,1587352,120,0.0,0.0,4,64756.0,0.0,1.0,0.25,0,0.0,0.25,0,65,0,0,137675.0,137675.0,750019000,0
2046,1498337,2256,0.0,0.0,286,82589.0,0.0,0.9825200000000001,0.9650299999999999,0,0.0,0.05944,3,0,0,0,10622.6,10895.0,0,0
1105,1416448,987,0.0,0.0,209,317740.0,0.0,1.0,1.0,0,0.0,0.13876,3,13,0,0,206860.0,249045.0,0,1
2193,1428421,60,0.0,0.0,99,141240.0,0.0,1.0,1.0,0,0.0,0.32323,1,0,0,0,139200.0,219256.0,0,1
949,1398617,42,0.0,0.0,116,83683.0,0.0,1.0,1.0,0,0.0,0.22414,3,13,0,0,64728.0,64800.0,0,1
811,1465642,561,0.0,0.0,123,103592.0,0.0,1.0,1.0,0,0.0,0.10569,3,13,0,0,91711.14,92172.0,0,0
5301,1439275,54,0.0,0.0,9,407104.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,124400.0,159780.0,0,1
5523,1587929,101,0.0,0.0,2,320000.0,0.0,1.0,1.0,0,0.0,1.0,1,8,0,0,340000.0,469039.4,812912000,0
1768,1491380,69,0.0,0.0,1,107318.0,0.0,1.0,1.0,0,0.0,1.0,1,0,0,0,107318.41,155874.47,0,0
1814,1387787,74,0.0,0.0,3,175136.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,281103.2,300000.0,0,1
2036,1421455,71,0.01408,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.18824000000000002,1,0,0,0,324270.0,370383.9,0,1
5183,1397409,630,0.00317,0.0,2,79432.0,0.0,1.0,1.0,0,0.0,1.0,3,19,0,0,78664.0,78664.0,0,1
4395,1556664,572,0.0,0.0,17,132927.0,0.0,1.0,0.058820000000000004,0,0.0,0.17647000000000002,0,0,0,0,276487.04,341296.3,106132115,0
385,1452417,163,0.00613,0.0,9,354315.0,0.0,1.0,1.0,0,0.0,0.44443999999999995,3,0,0,0,397444.79,399442.0,0,0
3623,1392362,118,0.0,0.0,5,427129.0,0.0,1.0,1.0,0,0.0,0.2,3,13,0,0,151458.0,156142.21,0,1
1643,1488706,2697,0.0,0.0,78,486516.0,0.0,1.0,1.0,0,0.0,0.07692,1,0,0,0,96901.0,0.0,0,0
2232,1434064,77,0.0,0.0,99,141240.0,0.0,1.0,1.0,0,0.0,0.07071000000000001,1,0,0,0,273722.5,286947.0,0,1
417,1396345,56,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.14841,3,7,0,0,117504.0,117504.0,0,1
2873,1455137,642,0.0,0.0,27,13850739.0,0.0,1.0,1.0,0,0.0,0.22221999999999997,3,13,0,0,2611856.39,2984978.74,0,1
856,1467368,648,0.0,0.0,10,295693.0,0.0,1.0,1.0,0,0.0,0.4,1,0,0,0,239680.0,281009.5,0,0
3677,1392474,44,0.0,0.0,10,11747978.0,0.0,1.0,1.0,0,0.0,0.2,3,19,0,0,1737000.0,1800000.0,0,1
5733,1594614,2,0.0,0.0,57,135849.0,0.0,1.0,0.01754,0,0.0,0.052629999999999996,3,13,0,0,510000.0,675782.74,101210110,0
4478,1394710,133,0.0,0.0,2,250000.0,0.0,1.0,1.0,0,0.0,0.5,3,34,0,0,380000.0,380000.0,0,1
5812,1599600,57,0.0,0.0,6,642667.0,0.0,1.0,0.16667,0,0.0,0.33333,3,13,0,0,1549637.6,2503019.58,439119110,0
3509,1536364,61,0.0,0.0,77,82366.0,0.0,0.98701,0.98701,0,0.0,0.11688,3,0,0,0,100713.6,0.0,0,0
4419,1402299,2643,0.0,0.0,22,107706.0,0.0,1.0,1.0,0,0.0,0.09091,3,9,0,0,10762.5,12300.0,0,1
3834,1542015,203,0.0,0.0,66,3859396.0,0.0,1.0,1.0,0,0.0,0.4697,3,0,0,0,2839200.0,0.0,0,0
4995,1567426,773,0.0,0.0,2,133369.0,0.0,1.0,0.5,0,0.0,0.5,0,0,0,0,70997.94,70997.94,222311000,0
914,1409367,752,0.0,0.0,116,83683.0,0.0,1.0,1.0,0,0.0,0.22414,3,13,0,0,64000.0,71916.67,0,1
3831,1431311,140,0.0,0.0,4,305873.0,0.0,1.0,1.0,0,0.0,0.25,3,13,0,1,618559.26,1162366.08,0,1
1139,1478771,1922,0.0,0.0,12,338574.0,0.0,1.0,0.58333,0,0.0,0.25,3,0,0,0,116900.0,117155.3,0,0
2957,1523550,54,0.0,0.0,6,181073.0,0.0,1.0,1.0,0,0.0,0.66667,0,0,0,0,176644.8,250560.0,0,0
4201,1552129,306,0.0,0.0,7,695025.0,0.0,1.0,0.28570999999999996,0,0.0,0.14286,0,0,0,0,1485813.6,1493280.0,801012000,0
3070,1425883,25,0.0,0.0,44,217089.0,0.0,1.0,1.0,0,0.0,0.06817999999999999,3,8,0,0,49020.0,60000.0,0,1
227,1395302,82,0.0,0.0,10,636593.0,0.0,1.0,1.0,0,0.0,0.1,3,3,0,0,500000.0,500000.0,0,1
3753,1540427,19,0.0,0.0,39,65796.0,0.0,1.0,1.0,0,0.0,0.05127999999999999,0,0,0,0,318988.01,0.0,0,0
2216,1503146,94,0.01064,0.0,1,578650.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,578650.8,635880.0,0,0
866,1400695,420,0.0,0.0,116,83683.0,0.0,1.0,1.0,0,0.0,0.06897,3,13,0,1,14931.0,26625.0,0,1
5712,1594336,34,0.0,0.0,31,1153602.0,0.0,1.0,0.06452000000000001,0,0.0,0.22580999999999998,0,13,0,0,344457.4,345441.0,192021111,0
2047,1389264,37,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.33333,1,0,0,0,189860.0,197600.0,0,1
5121,1397270,396,0.0,0.0,1,134000.0,0.0,1.0,1.0,0,0.0,1.0,1,0,0,0,134000.0,172957.0,0,1
3902,1543199,2256,0.0,0.0,8,184507.0,0.0,1.0,1.0,0,0.0,0.125,3,0,0,0,1041200.0,0.0,0,0
4685,1562528,773,0.0,0.0,87,97697.0,0.0,1.0,0.02299,0,0.0,0.11494000000000001,3,8,0,0,46430.0,46666.0,103219112,0
2495,1512901,190,0.00526,0.0,2,879125.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,1707251.0,2188781.0,0,0
3650,1539174,159,0.0,0.0,1,65811.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,65811.54,0.0,0,0
5117,1569961,72,0.0,0.0,1,106100.0,0.0,1.0,1.0,0,0.0,1.0,1,8,0,0,106100.0,106100.0,11321000,0
5332,1426610,13,0.0,0.0,7,231471.0,0.0,1.0,1.0,0,0.0,0.42857,3,19,0,0,154000.0,0.0,0,1
1718,1490346,1200,0.0,0.0,12,161628.0,0.0,1.0,1.0,0,0.0,0.25,3,0,0,0,26891.5,0.0,0,0
3938,1543902,353,0.0,0.0,45,335537.0,0.0,1.0,0.8222200000000001,0,0.0,0.06667000000000001,0,0,0,0,955981.3,1517481.6,0,0
5502,1584776,353,0.0,0.0,62,237787.0,0.0,0.98387,0.45161,0,0.0,0.19355,3,13,0,0,275492.88,451627.8,105152114,0
101,1390373,1211,0.0,0.0,30,127528.0,0.0,1.0,1.0,0,0.0,0.13333,3,7,0,0,150384.0,0.0,0,1
3803,1438718,642,0.0,0.0,2,1652900.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,2705850.92,2705850.92,0,1
1634,1488369,996,0.0,0.0,1,280000.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,280000.0,400000.0,0,0
3399,1533418,357,0.0,0.0,625,259955.0,0.0,0.9648,0.0048,0,0.0,0.0288,3,0,0,0,317863.05,0.0,212010122,0
5821,1435158,1258,0.0,0.00079,90,132106.0,0.0,1.0,0.9888899999999999,0,0.0,0.02222,3,13,0,0,8760.0,9870.0,0,1
2727,1517719,1771,0.0,0.0,144,194632.0,0.0,1.0,0.92361,0,0.0,0.14583,0,0,0,0,249328.35,347530.15,0,0
3441,1534572,283,0.0035299999999999997,0.0,1,17407746.0,0.0,1.0,1.0,0,0.0,1.0,0,0,0,0,17407746.61,17495222.72,412030000,0
5272,1573186,118,0.0,0.0,8,1382016.0,0.0,1.0,0.5,0,0.0,0.125,3,13,0,0,50132.0,50132.0,532019120,0
5341,1398175,630,0.00317,0.0,1,34950.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,34950.0,39000.0,0,1
574,1440602,54,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.15370999999999999,3,7,0,0,376845.0,376845.0,0,1
4786,1396055,6408,0.0,0.0,1,184000.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,184000.0,0.0,0,1
429,1453927,80,0.0,0.0,2,1443696.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,1,339210.47,700001.0,0,0
3366,1532667,159,0.0,0.0,6,468756.0,0.0,1.0,0.16667,0,0.0,0.16667,0,0,0,0,97600.0,115696.0,192022000,0
1421,1485577,25,0.0,0.0,72,300692.0,0.0,1.0,1.0,0,0.0,0.125,3,0,0,0,44385.12,69986.0,0,0
3341,1391465,60,0.0,0.0,4,205775.0,0.0,1.0,1.0,0,0.0,0.25,3,13,0,0,387800.0,499000.0,0,1
927,1469814,1101,0.0,0.0,31,964172.0,0.0,1.0,0.87097,0,0.0,0.06452000000000001,3,13,0,0,152838.89,194698.96,0,0
2002,1389627,43,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.32941,1,0,0,0,181560.0,0.0,0,1
4645,1395379,1771,0.0,0.0,1,108000.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,108000.0,110000.0,0,1
764,1463975,5428,0.0,0.0,94,85491.0,0.0,0.98936,0.98936,0,0.0,0.12766,3,0,0,0,52800.0,72856.0,0,0
4646,1395400,119,0.0,0.0,1,483000.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,483000.0,498985.42,0,1
5986,1418006,2110,0.0,0.0,86,130775.0,0.0,1.0,1.0,0,0.0,0.0814,3,13,0,0,33931.71,0.0,0,1
4610,1439090,309,0.0,0.0,11,236873.0,0.0,1.0,1.0,0,0.0,0.18182,3,13,0,0,49950.0,65084.0,0,1
4228,1424673,77,0.0,0.0,14,271011.0,0.0,0.85714,0.85714,0,0.0,0.21429,3,31,0,0,298000.0,298000.0,0,1
3984,1545296,940,0.0,0.0,11,163683.0,0.0,1.0,1.0,0,0.0,0.18182,0,49,0,1,212265.25,499449.95,0,0
3128,1528030,1677,0.0,0.0,3,284201.0,0.0,1.0,1.0,0,0.0,0.33333,0,0,0,0,93600.0,97560.0,0,0
747,1463584,396,0.0,0.0,8,46813.0,0.0,1.0,1.0,0,0.0,0.25,3,0,0,0,65739.93,65739.93,0,0
5526,1588407,45,0.0,0.0,83,594118.0,0.0,1.0,1.0,0,0.0,0.07229,3,13,0,0,572160.0,572160.0,562920120,0
4701,1418081,419,0.0,0.0,9,689055.0,0.0,1.0,1.0,0,0.0,0.11110999999999999,3,13,0,0,2220000.0,2220000.0,0,1
19,1396900,92,0.0,0.0,3,80000.0,0.0,1.0,1.0,0,0.0,0.66667,1,0,0,0,60000.0,60000.0,0,0
2807,1389353,716,0.00279,0.0,3,592071.0,0.0,1.0,1.0,0,0.0,0.33333,3,13,0,0,758222.25,793950.0,0,1
5773,1402133,119,0.0,0.0,5,329964.0,0.0,1.0,1.0,0,0.0,0.2,3,13,0,0,354000.0,354307.53,0,1
2447,1511498,569,0.0,0.0,4,385027.0,0.0,1.0,1.0,0,0.0,0.5,3,45,0,0,474450.82,476835.0,0,0
536,1459766,26,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.022969999999999997,3,7,0,0,46512.0,46512.0,0,1
3809,1478529,544,0.0,0.0,12,513921.0,0.0,1.0,1.0,0,0.0,0.16667,1,0,0,0,175258.0,254288.2,0,1
3601,1538045,16,0.0,0.0,7,5951.0,0.0,1.0,1.0,0,0.0,0.42857,1,0,0,0,3055.5,0.0,0,0
5836,1454535,1771,0.0,0.0,90,132106.0,0.0,1.0,0.9888899999999999,0,0.0,0.18889,3,13,0,0,117000.0,119434.0,0,1
2389,1509764,392,0.00255,0.0,11,216506.0,0.0,1.0,1.0,0,0.0,0.18182,3,109,0,0,350100.0,356400.9,0,0
2453,1511669,1458,0.0,0.0,2,38727.0,0.0,1.0,1.0,0,0.0,0.5,0,45,0,0,12455.13,14800.0,0,0
4221,1393937,77,0.0,0.0,14,271011.0,0.0,0.85714,0.85714,0,0.0,0.5,3,31,0,0,274000.0,274000.0,0,1
964,1404963,30,0.0,0.0,116,83683.0,0.0,1.0,1.0,0,0.0,0.06034,3,13,0,0,31488.0,38400.0,0,1
5835,1603257,1677,0.0,0.0,1,376116.0,0.0,1.0,1.0,0,0.0,1.0,3,13,0,0,376116.5,500000.0,212010111,0
2628,1516007,572,0.0,0.0,31,296228.0,0.0,1.0,0.87097,0,0.0,0.22580999999999998,0,0,0,0,64000.0,64000.0,0,0
4541,1558997,108,0.0,0.0,2,432968.0,0.0,1.0,0.5,0,0.0,0.5,0,0,0,0,352071.5,440099.1,11342000,0
2318,1507058,1200,0.0,0.0,8,355828.0,0.0,1.0,1.0,0,0.0,0.25,0,45,0,0,55720.0,56000.0,0,0
2813,1519867,1677,0.0,0.0,712,146609.0,0.0,0.9971899999999999,0.97331,0,0.0,0.0941,3,0,0,0,156089.55,156089.55,0,0
3210,1530221,653,0.0,0.0,1,318000.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,318000.0,440079.76,812110000,0
2709,1517439,1101,0.0,0.0,3,245866.0,0.0,1.0,1.0,0,0.0,0.33333,0,0,0,0,240000.0,287196.66,0,0
2613,1515638,108,0.0,0.0,13,262634.0,0.0,1.0,0.53846,0,0.0,0.30769,0,49,0,0,240369.5,240369.5,0,0
791,1431512,42,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.14134000000000002,3,7,0,0,156660.0,156660.0,0,1
2055,1498442,1168,0.0,0.0,77,345039.0,0.0,0.98701,1.0,0,0.0,0.07792,3,0,0,0,58555.43,58849.68,0,0
2292,1421456,43,0.0,0.0,99,141240.0,0.0,1.0,1.0,0,0.0,0.25253000000000003,1,0,0,0,80300.0,116669.0,0,1
862,1467622,40,0.0,0.0,3,1034083.0,0.0,1.0,1.0,0,0.0,0.66667,3,0,0,0,725031.32,732354.86,0,0
839,1466444,5,0.0,0.0,32,2048136.0,0.0,1.0,0.8125,0,0.0,0.1875,3,0,0,0,1483494.0,1483494.0,0,0
2390,1509797,2256,0.0,0.0,4,347960.0,0.0,1.0,1.0,0,0.0,0.25,0,45,0,0,74487.08,94888.0,0,0
2150,1501228,57,0.0,0.0,32,1572450.0,0.0,1.0,0.625,0,0.0,0.09375,0,0,0,0,787360.0,787360.0,0,0
4692,1420532,46,0.0,0.0,6,770555.0,0.0,1.0,1.0,0,0.0,0.16667,3,13,0,0,766290.0,766290.0,0,1
1512,1486579,1732,0.0,0.0,99,181556.0,0.0,0.9899,1.0,0,0.0,0.12120999999999998,3,0,0,0,84375.0,114022.0,0,0
3500,1410771,13,0.0,0.0,38,98779.0,0.0,1.0,1.0,0,0.0,0.10525999999999999,3,13,0,0,56214.0,79488.7,0,1
3706,1539868,225,0.0,0.0,1,26768.0,0.0,1.0,1.0,0,0.0,1.0,0,0,0,0,26768.12,0.0,0,0
2169,1389299,24,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.21569000000000002,1,0,0,0,124800.0,0.0,0,1
5727,1594614,2,0.0,0.0,57,135849.0,0.0,1.0,0.01754,0,0.0,0.052629999999999996,3,13,0,0,510000.0,675782.74,12511000,0
4653,1561896,88,0.0,0.0,39,164107.0,0.0,1.0,0.23076999999999998,0,0.0,0.17949,0,0,0,0,186029.03,218857.73,105151113,0
2455,1511699,2256,0.0,0.0,182,635875.0,0.0,1.0,0.95604,0,0.0,0.07692,3,66,0,0,16588.0,17578.0,0,0
3412,1420020,987,0.0,0.0,21,109690.0,0.0,1.0,1.0,0,0.0,0.19047999999999998,3,13,0,0,112993.0,158334.5,0,1
4794,1563788,1661,0.0,0.0,8,309146.0,0.0,1.0,0.625,0,0.0,0.625,3,0,0,0,310100.0,400833.7,869019190,0
4995,1397261,770,0.0,0.0,3,517083.0,0.0,1.0,1.0,0,0.0,0.33333,1,0,0,0,602250.0,0.0,0,1
1157,1479184,2697,0.0,0.0,84,161418.0,0.0,1.0,1.0,0,0.0,0.047619999999999996,3,13,0,0,464068.8,466408.8,0,0
2742,1517908,871,0.0,0.0,134,133851.0,0.0,1.0,1.0,0,0.0,0.052239999999999995,3,0,0,0,453910.0,499390.9,0,0
5998,1402498,544,0.0,0.0,86,130775.0,0.0,1.0,1.0,0,0.0,0.15116,3,13,0,1,150830.76,480004.83,0,1
3265,1531538,46,0.0,0.0,77,136523.0,0.0,1.0,0.07792,0,0.0,0.09091,0,0,0,0,397121.52,397121.52,101131110,0
1261,1481864,75,0.0,0.0,24,1704711.0,0.0,1.0,1.0,0,0.0,0.20833000000000002,3,0,0,0,691113.0,691113.0,0,0
687,1433908,23,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.16960999999999998,3,7,0,0,456960.0,456960.0,0,1
554,1457366,99,0.0,0.0,4,402150.0,0.0,1.0,1.0,0,0.0,1.0,3,31,0,0,358680.0,358680.0,0,0
4063,1430368,104,0.0,0.0,66,253836.0,0.0,1.0,1.0,0,0.0,0.24241999999999997,3,13,0,0,120000.0,122000.0,0,1
4036,1455608,188,0.0,0.0,66,253836.0,0.0,1.0,1.0,0,0.0,0.04545,3,13,0,0,41250.0,41625.0,0,1
2045,1389593,43,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.30588000000000004,1,0,0,0,212000.0,0.0,0,1
5714,1436841,5428,0.0,0.0,57,163285.0,0.0,1.0,1.0,0,0.0,0.10525999999999999,3,13,0,0,264700.0,265105.5,0,1
3469,1534814,1101,0.0,0.0,3,647756.0,0.0,1.0,0.66667,0,0.0,0.66667,0,0,0,0,451553.19,452053.19,813010000,0
1121,1478165,129,0.0,0.0,5,53104.0,0.0,1.0,1.0,0,0.0,0.2,3,0,0,0,51000.0,51260.0,0,0
3703,1449197,1732,0.0,0.0,41,264965.0,0.0204,0.9756100000000001,0.80488,0,0.0,0.2439,3,13,0,0,151000.0,151125.0,0,1
2404,1443117,1970,0.0,0.0,6,138877.0,0.0,1.0,1.0,0,0.0,0.5,3,7,0,0,189816.0,199806.7,0,1
2317,1504507,2110,0.0,0.0,63,378841.0,0.0,1.0,1.0,0,0.0,0.047619999999999996,1,0,0,0,24372.0,32672.02,0,1
967,1471202,1258,0.0,0.00079,99,181556.0,0.0,0.9899,1.0,0,0.0,0.16162,3,0,0,0,57013.5,57300.0,0,0
2153,1389640,40,0.0,0.0,255,196026.0,0.0,1.0,1.0,0,0.0,0.30588000000000004,1,0,0,0,171050.0,0.0,0,1
4984,1567426,773,0.0,0.0,2,133369.0,0.0,1.0,0.5,0,0.0,0.5,0,0,0,0,70997.94,70997.94,192029211,0
2564,1514580,1213,0.00082,0.0,4,114986.0,0.0,1.0,1.0,0,0.0,0.5,0,0,0,0,179236.8,179236.8,0,0
3337,1391893,25,0.0,0.0,3,69322.0,0.0,1.0,1.0,0,0.0,0.33333,3,8,0,0,116550.0,132300.0,0,1
4747,1408482,419,0.0,0.0,56,190085.0,0.0,1.0,1.0,0,0.0,0.08929,3,13,0,0,368254.0,473715.07,0,1
4048,1547773,33,0.0,0.0,28,137404.0,0.0,1.0,0.60714,0,0.0,0.17857,2,8,0,0,67000.0,91214.0,0,0
2290,1505333,135,0.0,0.0,14,133073.0,0.0,1.0,1.0,0,0.0,0.35714,3,45,0,0,201118.5,262900.0,0,0
360,1451458,2643,0.0,0.0,17,336334.0,0.0,1.0,1.0,0,0.0,0.11765,3,19,0,0,233381.46,233381.46,0,0
322,1425424,43,0.0,0.0,566,481791.0,0.0,1.0,1.0,0,0.0,0.18905,3,7,0,0,220320.0,220320.0,0,1
4771,1563507,3,0.0,0.0,1,558000.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,558000.0,558000.0,869019140,0
4609,1560806,314,0.0,0.0,104,193100.0,0.0,1.0,0.01923,0,0.0,0.06731000000000001,0,0,0,1,28167.11,62177.64,107311110,0
908,1469089,64,0.0,0.0,49,115251.0,0.0,1.0,1.0,0,0.0,0.28570999999999996,3,0,0,0,65280.0,65964.0,0,0
4080,1407143,201,0.0,0.0,66,253836.0,0.0,1.0,1.0,0,0.0,0.27273000000000003,3,13,0,0,164430.0,165430.0,0,1
4700,1562731,31,0.0,0.0,39,164107.0,0.0,1.0,0.25640999999999997,0,0.0,0.10255999999999998,0,0,0,1,449535.14,749225.5,105152122,0
3251,1391184,1258,0.0,0.00079,6,146496.0,0.0,1.0,1.0,0,0.0,0.16667,3,13,0,0,401301.75,0.0,0,1
2882,1424982,642,0.0,0.0,27,13850739.0,0.0,1.0,1.0,0,0.0,0.18519000000000002,3,13,0,0,10244927.73,10296409.78,0,1
3294,1442423,75,0.0,0.0,21,686908.0,0.0,1.0,1.0,0,0.0,0.38095,1,0,0,0,975722.0,975722.0,0,1
2955,1397136,363,0.0,0.0,60,89405.0,0.0,1.0,1.0,0,0.0,0.15,3,13,0,0,153925.0,249900.0,0,1
3975,1544932,27,0.0,0.0,25,169309.0,0.0,1.0,1.0,0,0.0,0.2,3,45,0,0,43031.76,43248.0,0,0
2269,1435098,36,0.0,0.0,99,141240.0,0.0,1.0,1.0,0,0.0,0.31313,1,0,0,0,194650.0,246587.0,0,1
3841,1475554,613,0.0,0.0,4,71894.0,0.0,1.0,1.0,0,0.0,0.75,1,0,0,0,84000.0,84500.0,0,1
5657,1408443,177,0.0,0.0,3,74480.0,0.0,1.0,1.0,0,0.0,0.33333,3,8,0,0,19440.0,19440.0,0,1
4833,1564195,5428,0.0,0.0,6,112780.0,0.0,1.0,0.66667,0,0.0,0.5,3,170,0,0,175000.0,175000.0,869015000,0
5957,1413457,2643,0.0,0.0,86,130775.0,0.0,1.0,1.0,0,0.0,0.15116,3,13,0,0,62700.0,62700.0,0,1
4919,1565776,1732,0.0,0.0,2,97022.0,0.0,1.0,1.0,0,0.0,1.0,0,0,0,1,94152.58,169737.0,103916000,0
5284,1573547,419,0.0,0.0,2,126500.0,0.0,1.0,0.5,0,0.0,0.5,1,8,0,0,159000.0,175982.82,812912000,0
1626,1402492,1639,0.0,0.0,9,195774.0,0.0,1.0,1.0,0,0.0,0.22221999999999997,3,13,0,1,46301.0,100000.0,0,1
4505,1400313,225,0.0,0.0,3,255922.0,0.0,1.0,1.0,0,0.0,0.33333,3,8,0,0,423860.0,475823.0,0,1
3146,1528415,179,0.0,0.0,20,1817727.0,0.0,1.0,1.0,0,0.0,0.25,3,0,0,0,1699000.0,1924328.66,0,0
261,1416471,48,0.0,0.0,43,200380.0,0.0,1.0,1.0,0,0.0,0.11628,3,7,0,0,473935.0,473935.0,0,1
4549,1559365,5428,0.0,0.0,4,157711.0,0.0,1.0,0.25,0,0.0,0.25,0,0,0,0,62400.0,90505.56,802010000,0
3916,1421960,413,0.00242,0.0,18,209631.0,0.0,1.0,1.0,0,0.0,0.16667,1,0,0,0,197470.0,197767.0,0,1
1796,1387654,337,0.00297,0.0,2,92180.0,0.0,1.0,1.0,0,0.0,0.5,3,13,0,0,127960.0,135100.0,0,1
5541,1418223,955,0.0,0.0,23,194843.0,0.0,1.0,1.0,0,0.0,0.04348,3,7,0,0,14790.0,22720.0,0,1
2734,1409437,716,0.00279,0.0,42,145466.0,0.0,1.0,1.0,0,0.0,0.16667,3,13,0,0,240920.0,248997.0,0,1
990,1459854,303,0.0,0.0,105,123589.0,0.0,1.0,1.0,0,0.0,0.1619,3,13,0,0,112000.0,143916.5,0,1
4367,1556294,52,0.0,0.0,16,457855.0,0.0,1.0,0.125,0,0.0,0.125,0,0,0,0,246857.6,289380.0,108222112,0
461,1454488,61,0.0,0.0,348,1237047.0,0.0,1.0,1.0,0,0.0,0.17240999999999998,3,19,0,0,339780.85,351001.0,0,0
22,1389521,39,0.0,0.0,61,410296.0,0.0,1.0,1.0,0,0.0,0.11475,1,0,0,0,61400.0,0.0,0,1
1342,1399482,131,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.07216,3,13,0,0,41400.0,47700.0,0,1
5811,1579591,5428,0.0,0.0,90,132106.0,0.0,1.0,0.0,0,0.0,0.02222,3,13,0,0,1144209.0,1167561.0,212010134,1
200,1442066,1677,0.0,0.0,291,196459.0,0.0,1.0,1.0,0,0.0,0.10997,3,13,0,0,410200.0,499000.0,0,0
2850,1446885,613,0.0,0.0,3,311531.0,0.0,1.0,1.0,0,0.0,0.66667,3,13,0,0,260205.6,383720.0,0,1
4235,1400681,420,0.0,0.0,8,151450.0,0.0,1.0,1.0,0,0.0,0.375,3,8,0,0,86600.0,122213.0,0,1
3550,1537189,2697,0.0,0.0,16,582835.0,0.0,1.0,1.0,0,0.0,0.1875,3,0,0,0,723265.5,0.0,0,0
88,1390108,2398,0.0,0.0,30,127528.0,0.0,1.0,1.0,0,0.0,0.16667,3,7,0,0,96013.71,0.0,0,1
5280,1432192,319,0.0,0.00313,10,182758.0,0.0,1.0,1.0,0,0.0,0.1,3,13,0,0,24814.22,24814.22,0,1
4220,1399869,28,0.0,0.0,14,271011.0,0.0,0.85714,0.85714,0,0.0,0.28570999999999996,3,31,0,0,321475.0,339500.0,0,1
932,1469932,1213,0.00082,0.0,162,220263.0,0.0,1.0,1.0,0,0.0,0.12345999999999999,3,0,0,0,123400.0,153482.75,0,0
2973,1524030,572,0.0,0.0,198,226410.0,0.0,1.0,0.9798,0,0.0,0.11615999999999999,3,0,0,0,124322.11,135577.2,0,0
3279,1391267,1168,0.0,0.0,1,159533.0,0.0,1.0,1.0,0,0.0,1.0,3,0,0,0,159533.6,0.0,0,1
1675,1416659,141,0.0,0.0,17,367208.0,0.0,1.0,0.9411799999999999,0,0.0,0.17647000000000002,3,13,0,0,263500.0,0.0,0,1
2220,1421841,48,0.0,0.0,99,141240.0,0.0,1.0,1.0,0,0.0,0.24241999999999997,1,0,0,0,225936.5,326831.05,0,1
3957,1393218,45,0.0,0.0,3,5902400.0,0.0,1.0,1.0,0,0.0,0.33333,3,19,0,0,3240000.0,0.0,0,1
